Indicator,Year,County,State,FIPS,Rate,Cases,Population
HIV diagnoses,2014,Madison County ,Georgia,13195,Data suppressed,Data suppressed,"23,789"
HIV diagnoses,2014,Madison County ,Idaho,16065,Data suppressed,Data suppressed,"30,174"
HIV diagnoses,2014,Madison County ,Illinois,17119,5.8,13,"224,358"
HIV diagnoses,2014,Madison County ,Indiana,18095,5.5,6,"109,647"
HIV diagnoses,2014,Madison County ,Iowa,19121,Data suppressed,Data suppressed,"12,819"
HIV diagnoses,2014,Mahaska County ,Iowa,19123,Data suppressed,Data suppressed,"18,559"
HIV diagnoses,2014,Manatee County ,Florida,12081,19.1,58,"303,324"
HIV diagnoses,2014,Marion County ,Florida,12083,14,41,"293,816"
HIV diagnoses,2014,Marion County ,Georgia,13197,Data suppressed,Data suppressed,"7,395"
HIV diagnoses,2014,Marion County ,Illinois,17121,Data suppressed,Data suppressed,"32,125"
HIV diagnoses,2014,Marion County ,Indiana,18097,28.4,216,"761,876"
HIV diagnoses,2014,Marion County ,Iowa,19125,Data suppressed,Data suppressed,"27,556"
HIV diagnoses,2014,Marion County ,Kansas,20115,Data suppressed,Data suppressed,"10,386"
HIV diagnoses,2014,Marshall County ,Illinois,17123,Data suppressed,Data suppressed,"10,307"
HIV diagnoses,2014,Marshall County ,Indiana,18099,Data suppressed,Data suppressed,"38,683"
HIV diagnoses,2014,Marshall County ,Iowa,19127,Data suppressed,Data suppressed,"33,351"
HIV diagnoses,2014,Marshall County ,Kansas,20117,Data suppressed,Data suppressed,"8,316"
HIV diagnoses,2014,Martin County ,Florida,12085,8.1,11,"135,774"
HIV diagnoses,2014,Martin County ,Indiana,18101,Data suppressed,Data suppressed,"8,550"
HIV diagnoses,2014,Mason County ,Illinois,17125,Data suppressed,Data suppressed,"11,913"
HIV diagnoses,2014,Massac County ,Illinois,17127,Data suppressed,Data suppressed,"12,519"
HIV diagnoses,2014,Maui County ,Hawaii,15009,10.2,14,"136,860"
HIV diagnoses,2014,Mcdonough County ,Illinois,17109,Data suppressed,Data suppressed,"27,758"
HIV diagnoses,2014,Mcduffie County ,Georgia,13189,Data suppressed,Data suppressed,"17,566"
HIV diagnoses,2014,Mchenry County ,Illinois,17111,2,5,"254,958"
HIV diagnoses,2014,Mcintosh County ,Georgia,13191,Data suppressed,Data suppressed,"12,209"
HIV diagnoses,2014,Mclean County ,Illinois,17113,7.5,11,"146,347"
HIV diagnoses,2014,Mcpherson County ,Kansas,20113,Data suppressed,Data suppressed,"24,381"
HIV diagnoses,2014,Meade County ,Kansas,20119,Data suppressed,Data suppressed,"3,564"
HIV diagnoses,2014,Menard County ,Illinois,17129,Data suppressed,Data suppressed,"10,609"
HIV diagnoses,2014,Mercer County ,Illinois,17131,Data suppressed,Data suppressed,"13,577"
HIV diagnoses,2014,Meriwether County ,Georgia,13199,Data suppressed,Data suppressed,"17,831"
HIV diagnoses,2014,Miami County ,Indiana,18103,Data suppressed,Data suppressed,"30,599"
HIV diagnoses,2014,Miami County ,Kansas,20121,Data suppressed,Data suppressed,"26,994"
HIV diagnoses,2014,Miami-Dade County ,Florida,12086,53.1,"1,207","2,274,453"
HIV diagnoses,2014,Miller County ,Georgia,13201,Data suppressed,Data suppressed,"4,931"
HIV diagnoses,2014,Mills County ,Iowa,19129,Data suppressed,Data suppressed,"12,332"
HIV diagnoses,2014,Minidoka County ,Idaho,16067,Data suppressed,Data suppressed,"16,030"
HIV diagnoses,2014,Mitchell County ,Georgia,13205,Data suppressed,Data suppressed,"18,931"
HIV diagnoses,2014,Mitchell County ,Iowa,19131,Data suppressed,Data suppressed,"8,988"
HIV diagnoses,2014,Mitchell County ,Kansas,20123,Data suppressed,Data suppressed,"5,285"
HIV diagnoses,2014,Monona County ,Iowa,19133,Data suppressed,Data suppressed,"7,665"
HIV diagnoses,2014,Monroe County ,Florida,12087,19,13,"68,273"
HIV diagnoses,2014,Monroe County ,Georgia,13207,Data suppressed,Data suppressed,"23,170"
HIV diagnoses,2014,Monroe County ,Illinois,17133,Data suppressed,Data suppressed,"28,431"
HIV diagnoses,2014,Monroe County ,Indiana,18105,7.9,10,"127,097"
HIV diagnoses,2014,Monroe County ,Iowa,19135,Data suppressed,Data suppressed,"6,631"
HIV diagnoses,2014,Montgomery County ,Georgia,13209,Data suppressed,Data suppressed,"7,607"
HIV diagnoses,2014,Montgomery County ,Illinois,17135,Data suppressed,Data suppressed,"24,765"
HIV diagnoses,2014,Montgomery County ,Indiana,18107,Data suppressed,Data suppressed,"31,763"
HIV diagnoses,2014,Montgomery County ,Iowa,19137,Data suppressed,Data suppressed,"8,773"
HIV diagnoses,2014,Montgomery County ,Kansas,20125,Data suppressed,Data suppressed,"28,083"
HIV diagnoses,2014,Morgan County ,Georgia,13211,Data suppressed,Data suppressed,"15,106"
HIV diagnoses,2014,Morgan County ,Illinois,17137,Data suppressed,Data suppressed,"30,019"
HIV diagnoses,2014,Morgan County ,Indiana,18109,Data suppressed,Data suppressed,"58,277"
HIV diagnoses,2014,Morris County ,Kansas,20127,Data suppressed,Data suppressed,"4,836"
HIV diagnoses,2014,Morton County ,Kansas,20129,Data suppressed,Data suppressed,"2,524"
HIV diagnoses,2014,Moultrie County ,Illinois,17139,Data suppressed,Data suppressed,"12,259"
HIV diagnoses,2014,Murray County ,Georgia,13213,Data suppressed,Data suppressed,"32,257"
HIV diagnoses,2014,Muscatine County ,Iowa,19139,Data suppressed,Data suppressed,"35,094"
HIV diagnoses,2014,Muscogee County ,Georgia,13215,20,33,"164,858"
HIV diagnoses,2014,Nassau County ,Florida,12089,9.1,6,"65,851"
HIV diagnoses,2014,Nemaha County ,Kansas,20131,Data suppressed,Data suppressed,"8,333"
HIV diagnoses,2014,Neosho County ,Kansas,20133,Data suppressed,Data suppressed,"13,446"
HIV diagnoses,2014,Ness County ,Kansas,20135,Data suppressed,Data suppressed,"2,603"
HIV diagnoses,2014,Newton County ,Georgia,13217,22.6,19,"84,029"
HIV diagnoses,2014,Newton County ,Indiana,18111,Data suppressed,Data suppressed,"11,985"
HIV diagnoses,2014,Nez Perce County ,Idaho,16069,Data suppressed,Data suppressed,"33,772"
HIV diagnoses,2014,Noble County ,Indiana,18113,Data suppressed,Data suppressed,"39,038"
HIV diagnoses,2014,Norton County ,Kansas,20137,Data suppressed,Data suppressed,"4,790"
HIV diagnoses,2014,O'brien County ,Iowa,19141,Data suppressed,Data suppressed,"11,674"
HIV diagnoses,2014,Oconee County ,Georgia,13219,Data suppressed,Data suppressed,"28,847"
HIV diagnoses,2014,Ogle County ,Illinois,17141,Data suppressed,Data suppressed,"43,826"
HIV diagnoses,2014,Oglethorpe County ,Georgia,13221,Data suppressed,Data suppressed,"12,459"
HIV diagnoses,2014,Ohio County ,Indiana,18115,Data suppressed,Data suppressed,"5,204"
HIV diagnoses,2014,Okaloosa County ,Florida,12091,11,18,"163,666"
HIV diagnoses,2014,Okeechobee County ,Florida,12093,Data suppressed,Data suppressed,"32,821"
HIV diagnoses,2014,Oneida County ,Idaho,16071,Data suppressed,Data suppressed,"3,371"
HIV diagnoses,2014,Orange County ,Florida,12095,35.9,378,"1,052,107"
HIV diagnoses,2014,Orange County ,Indiana,18117,Data suppressed,Data suppressed,"16,440"
HIV diagnoses,2014,Osage County ,Kansas,20139,Data suppressed,Data suppressed,"13,350"
HIV diagnoses,2014,Osborne County ,Kansas,20141,Data suppressed,Data suppressed,"3,197"
HIV diagnoses,2014,Osceola County ,Florida,12097,25.3,65,"257,208"
HIV diagnoses,2014,Osceola County ,Iowa,19143,Data suppressed,Data suppressed,"5,157"
HIV diagnoses,2014,Ottawa County ,Kansas,20143,Data suppressed,Data suppressed,"5,040"
HIV diagnoses,2014,Owen County ,Indiana,18119,Data suppressed,Data suppressed,"17,870"
HIV diagnoses,2014,Owyhee County ,Idaho,16073,Data suppressed,Data suppressed,"9,185"
HIV diagnoses,2014,Page County ,Iowa,19145,Data suppressed,Data suppressed,"13,410"
HIV diagnoses,2014,Palm Beach County ,Florida,12099,26.2,316,"1,205,911"
HIV diagnoses,2014,Palo Alto County ,Iowa,19147,Data suppressed,Data suppressed,"7,635"
HIV diagnoses,2014,Parke County ,Indiana,18121,Data suppressed,Data suppressed,"14,603"
HIV diagnoses,2014,Pasco County ,Florida,12101,8.9,37,"416,291"
HIV diagnoses,2014,Paulding County ,Georgia,13223,4.2,5,"119,901"
HIV diagnoses,2014,Pawnee County ,Kansas,20145,Data suppressed,Data suppressed,"6,025"
HIV diagnoses,2014,Payette County ,Idaho,16075,Data suppressed,Data suppressed,"18,430"
HIV diagnoses,2014,Peach County ,Georgia,13225,Data suppressed,Data suppressed,"22,613"
HIV diagnoses,2014,Peoria County ,Illinois,17143,6.5,10,"154,548"
HIV diagnoses,2014,Perry County ,Illinois,17145,Data suppressed,Data suppressed,"18,600"
HIV diagnoses,2014,Perry County ,Indiana,18123,Data suppressed,Data suppressed,"16,488"
HIV diagnoses,2014,Phillips County ,Kansas,20147,Data suppressed,Data suppressed,"4,577"
HIV diagnoses,2014,Piatt County ,Illinois,17147,Data suppressed,Data suppressed,"13,949"
HIV diagnoses,2014,Pickens County ,Georgia,13227,Data suppressed,Data suppressed,"25,666"
HIV diagnoses,2014,Pierce County ,Georgia,13229,Data suppressed,Data suppressed,"15,587"
HIV diagnoses,2014,Pike County ,Georgia,13231,Data suppressed,Data suppressed,"14,895"
HIV diagnoses,2014,Pike County ,Illinois,17149,Data suppressed,Data suppressed,"13,492"
HIV diagnoses,2014,Pike County ,Indiana,18125,Data suppressed,Data suppressed,"10,673"
HIV diagnoses,2014,Pinellas County ,Florida,12103,20.1,166,"825,772"
HIV diagnoses,2014,Plymouth County ,Iowa,19149,Data suppressed,Data suppressed,"20,531"
HIV diagnoses,2014,Pocahontas County ,Iowa,19151,Data suppressed,Data suppressed,"5,970"
HIV diagnoses,2014,Polk County ,Florida,12105,16.1,86,"532,548"
HIV diagnoses,2014,Polk County ,Georgia,13233,Data suppressed,Data suppressed,"33,335"
HIV diagnoses,2014,Polk County ,Iowa,19153,7.5,28,"374,909"
HIV diagnoses,2014,Pope County ,Illinois,17151,Data suppressed,Data suppressed,"3,856"
HIV diagnoses,2014,Porter County ,Indiana,18127,Data suppressed,Data suppressed,"140,906"
HIV diagnoses,2014,Posey County ,Indiana,18129,Data suppressed,Data suppressed,"21,509"
HIV diagnoses,2014,Pottawatomie County ,Kansas,20149,Data suppressed,Data suppressed,"18,024"
HIV diagnoses,2014,Pottawattamie County ,Iowa,19155,9.1,7,"77,304"
HIV diagnoses,2014,Power County ,Idaho,16077,Data suppressed,Data suppressed,"5,901"
HIV diagnoses,2014,Poweshiek County ,Iowa,19157,Data suppressed,Data suppressed,"16,037"
HIV diagnoses,2014,Pratt County ,Kansas,20151,Data suppressed,Data suppressed,"8,062"
HIV diagnoses,2014,Pulaski County ,Georgia,13235,Data suppressed,Data suppressed,"9,887"
HIV diagnoses,2014,Pulaski County ,Illinois,17153,Data suppressed,Data suppressed,"4,894"
HIV diagnoses,2014,Pulaski County ,Indiana,18131,Data suppressed,Data suppressed,"10,924"
HIV diagnoses,2014,Putnam County ,Florida,12107,9.9,6,"60,863"
HIV diagnoses,2014,Putnam County ,Georgia,13237,Data suppressed,Data suppressed,"17,918"
HIV diagnoses,2014,Putnam County ,Illinois,17155,Data suppressed,Data suppressed,"5,000"
HIV diagnoses,2014,Putnam County ,Indiana,18133,Data suppressed,Data suppressed,"32,564"
HIV diagnoses,2014,Quitman County ,Georgia,13239,Data suppressed,Data suppressed,"2,029"
HIV diagnoses,2014,Rabun County ,Georgia,13241,Data suppressed,Data suppressed,"14,266"
HIV diagnoses,2014,Randolph County ,Georgia,13243,Data suppressed,Data suppressed,"6,203"
HIV diagnoses,2014,Randolph County ,Illinois,17157,Data suppressed,Data suppressed,"28,537"
HIV diagnoses,2014,Randolph County ,Indiana,18135,Data suppressed,Data suppressed,"21,239"
HIV diagnoses,2014,Rawlins County ,Kansas,20153,Data suppressed,Data suppressed,"2,193"
HIV diagnoses,2014,Reno County ,Kansas,20155,Data suppressed,Data suppressed,"53,231"
HIV diagnoses,2014,Republic County ,Kansas,20157,Data suppressed,Data suppressed,"4,125"
HIV diagnoses,2014,Rice County ,Kansas,20159,Data suppressed,Data suppressed,"8,275"
HIV diagnoses,2014,Richland County ,Illinois,17159,Data suppressed,Data suppressed,"13,531"
HIV diagnoses,2014,Richmond County ,Georgia,13245,28.9,48,"166,031"
HIV diagnoses,2014,Riley County ,Kansas,20161,Data suppressed,Data suppressed,"64,552"
HIV diagnoses,2014,Ringgold County ,Iowa,19159,Data suppressed,Data suppressed,"4,207"
HIV diagnoses,2014,Ripley County ,Indiana,18137,Data suppressed,Data suppressed,"23,761"
HIV diagnoses,2014,Rock Island County ,Illinois,17161,9.7,12,"123,122"
HIV diagnoses,2014,Rockdale County ,Georgia,13247,16.6,12,"72,181"
HIV diagnoses,2014,Rooks County ,Kansas,20163,Data suppressed,Data suppressed,"4,309"
HIV diagnoses,2014,Rush County ,Indiana,18139,Data suppressed,Data suppressed,"14,167"
HIV diagnoses,2014,Rush County ,Kansas,20165,Data suppressed,Data suppressed,"2,758"
HIV diagnoses,2014,Russell County ,Kansas,20167,Data suppressed,Data suppressed,"5,897"
HIV diagnoses,2014,Sac County ,Iowa,19161,Data suppressed,Data suppressed,"8,444"
HIV diagnoses,2014,Saline County ,Illinois,17165,Data suppressed,Data suppressed,"20,880"
HIV diagnoses,2014,Saline County ,Kansas,20169,10.9,5,"45,974"
HIV diagnoses,2014,Sangamon County ,Illinois,17167,10.2,17,"166,567"
HIV diagnoses,2014,Santa Rosa County ,Florida,12113,4.4,6,"137,583"
HIV diagnoses,2014,Sarasota County ,Florida,12115,9.3,33,"355,994"
HIV diagnoses,2014,Schley County ,Georgia,13249,Data suppressed,Data suppressed,"4,189"
HIV diagnoses,2014,Schuyler County ,Illinois,17169,Data suppressed,Data suppressed,"6,278"
HIV diagnoses,2014,Scott County ,Illinois,17171,Data suppressed,Data suppressed,"4,396"
HIV diagnoses,2014,Scott County ,Indiana,18143,Data suppressed,Data suppressed,"19,904"
HIV diagnoses,2014,Scott County ,Iowa,19163,5.6,8,"141,600"
HIV diagnoses,2014,Scott County ,Kansas,20171,Data suppressed,Data suppressed,"4,042"
HIV diagnoses,2014,Screven County ,Georgia,13251,Data suppressed,Data suppressed,"11,856"
HIV diagnoses,2014,Sedgwick County ,Kansas,20173,7.5,31,"410,943"
HIV diagnoses,2014,Seminole County ,Florida,12117,14.3,54,"377,171"
HIV diagnoses,2014,Seminole County ,Georgia,13253,Data suppressed,Data suppressed,"7,363"
HIV diagnoses,2014,Seward County ,Kansas,20175,Data suppressed,Data suppressed,"17,775"
HIV diagnoses,2014,Shawnee County ,Kansas,20177,10.9,16,"147,308"
HIV diagnoses,2014,Shelby County ,Illinois,17173,Data suppressed,Data suppressed,"18,754"
HIV diagnoses,2014,Shelby County ,Indiana,18145,Data suppressed,Data suppressed,"37,282"
HIV diagnoses,2014,Shelby County ,Iowa,19165,Data suppressed,Data suppressed,"10,101"
HIV diagnoses,2014,Sheridan County ,Kansas,20179,Data suppressed,Data suppressed,"2,116"
HIV diagnoses,2014,Sherman County ,Kansas,20181,Data suppressed,Data suppressed,"5,008"
HIV diagnoses,2014,Shoshone County ,Idaho,16079,Data suppressed,Data suppressed,"10,668"
HIV diagnoses,2014,Sioux County ,Iowa,19167,Data suppressed,Data suppressed,"27,850"
HIV diagnoses,2014,Smith County ,Kansas,20183,Data suppressed,Data suppressed,"3,233"
HIV diagnoses,2014,Spalding County ,Georgia,13255,9.5,5,"52,557"
HIV diagnoses,2014,Spencer County ,Indiana,18147,Data suppressed,Data suppressed,"17,534"
HIV diagnoses,2014,St. Clair County ,Illinois,17163,22.7,50,"219,893"
HIV diagnoses,2014,St. Johns County ,Florida,12109,5.4,10,"185,366"
HIV diagnoses,2014,St. Joseph County ,Indiana,18141,12.6,28,"221,795"
HIV diagnoses,2014,St. Lucie County ,Florida,12111,19.3,48,"248,552"
HIV diagnoses,2014,Stafford County ,Kansas,20185,Data suppressed,Data suppressed,"3,602"
HIV diagnoses,2014,Stanton County ,Kansas,20187,Data suppressed,Data suppressed,"1,693"
HIV diagnoses,2014,Stark County ,Illinois,17175,Data suppressed,Data suppressed,"5,009"
HIV diagnoses,2014,Starke County ,Indiana,18149,Data suppressed,Data suppressed,"19,310"
HIV diagnoses,2014,Stephens County ,Georgia,13257,Data suppressed,Data suppressed,"21,431"
HIV diagnoses,2014,Stephenson County ,Illinois,17177,Data suppressed,Data suppressed,"39,247"
HIV diagnoses,2014,Steuben County ,Indiana,18151,Data suppressed,Data suppressed,"29,344"
HIV diagnoses,2014,Stevens County ,Kansas,20189,Data suppressed,Data suppressed,"4,517"
HIV diagnoses,2014,Stewart County ,Georgia,13259,Data suppressed,Data suppressed,"5,174"
HIV diagnoses,2014,Story County ,Iowa,19169,Data suppressed,Data suppressed,"83,636"
HIV diagnoses,2014,Sullivan County ,Indiana,18153,Data suppressed,Data suppressed,"18,038"
HIV diagnoses,2014,Sumner County ,Kansas,20191,Data suppressed,Data suppressed,"19,368"
HIV diagnoses,2014,Sumter County ,Florida,12119,11.1,12,"107,882"
HIV diagnoses,2014,Sumter County ,Georgia,13261,19.3,5,"25,908"
HIV diagnoses,2014,Suwannee County ,Florida,12121,Data suppressed,Data suppressed,"37,156"
HIV diagnoses,2014,Switzerland County ,Indiana,18155,Data suppressed,Data suppressed,"8,599"
HIV diagnoses,2014,Talbot County ,Georgia,13263,Data suppressed,Data suppressed,"5,550"
HIV diagnoses,2014,Taliaferro County ,Georgia,13265,Data suppressed,Data suppressed,"1,464"
HIV diagnoses,2014,Tama County ,Iowa,19171,Data suppressed,Data suppressed,"14,470"
HIV diagnoses,2014,Tattnall County ,Georgia,13267,Data suppressed,Data suppressed,"21,355"
HIV diagnoses,2014,Taylor County ,Florida,12123,25.7,5,"19,455"
HIV diagnoses,2014,Taylor County ,Georgia,13269,Data suppressed,Data suppressed,"7,194"
HIV diagnoses,2014,Taylor County ,Iowa,19173,Data suppressed,Data suppressed,"5,129"
HIV diagnoses,2014,Tazewell County ,Illinois,17179,Data suppressed,Data suppressed,"113,189"
HIV diagnoses,2014,Telfair County ,Georgia,13271,Data suppressed,Data suppressed,"14,447"
HIV diagnoses,2014,Terrell County ,Georgia,13273,Data suppressed,Data suppressed,"7,553"
HIV diagnoses,2014,Teton County ,Idaho,16081,Data suppressed,Data suppressed,"8,194"
HIV diagnoses,2014,Thomas County ,Georgia,13275,Data suppressed,Data suppressed,"37,259"
HIV diagnoses,2014,Thomas County ,Kansas,20193,Data suppressed,Data suppressed,"6,559"
HIV diagnoses,2014,Tift County ,Georgia,13277,Data suppressed,Data suppressed,"33,308"
HIV diagnoses,2014,Tippecanoe County ,Indiana,18157,3.9,6,"155,662"
HIV diagnoses,2014,Tipton County ,Indiana,18159,Data suppressed,Data suppressed,"13,248"
HIV diagnoses,2014,Toombs County ,Georgia,13279,Data suppressed,Data suppressed,"21,772"
HIV diagnoses,2014,Towns County ,Georgia,13281,Data suppressed,Data suppressed,"10,032"
HIV diagnoses,2014,Trego County ,Kansas,20195,Data suppressed,Data suppressed,"2,544"
HIV diagnoses,2014,Treutlen County ,Georgia,13283,Data suppressed,Data suppressed,"5,598"
HIV diagnoses,2014,Troup County ,Georgia,13285,Data suppressed,Data suppressed,"56,863"
HIV diagnoses,2014,Turner County ,Georgia,13287,Data suppressed,Data suppressed,"6,627"
HIV diagnoses,2014,Twiggs County ,Georgia,13289,Data suppressed,Data suppressed,"7,181"
HIV diagnoses,2014,Twin Falls County ,Idaho,16083,Data suppressed,Data suppressed,"64,502"
HIV diagnoses,2014,Union County ,Florida,12125,76.3,10,"13,108"
HIV diagnoses,2014,Union County ,Georgia,13291,Data suppressed,Data suppressed,"19,488"
HIV diagnoses,2014,Union County ,Illinois,17181,Data suppressed,Data suppressed,"14,881"
HIV diagnoses,2014,Union County ,Indiana,18161,Data suppressed,Data suppressed,"6,168"
HIV diagnoses,2014,Union County ,Iowa,19175,Data suppressed,Data suppressed,"10,533"
